rebalance_date,rank,universeId,name,developer,weight,score,edr_7d_mean,edr_mom,edr_14d_vol,coverage_7d,avg_ccu,visits,favorites,likes,monetization_count,median_price,price_dispersion,engagement_score,edr_raw
2026-01-12,1,6035872082,RIVALS,Nosniy Games,0.06871819284591409,0.8017582417582417,12138.767258076517,1.2510094599556734,0.2990751808040322,0.7142857142857143,198148.0,10444206663,49869889,7637163,0,0.0,0.0,0.1376529923611298,10910.266052149258
2026-01-12,2,9363735110,Escape Tsunami For Brainrots!,Wave of Brainrots,0.03325334093161816,0.7937362637362637,5874.056773109438,1.794734365750519,0.4907185310325138,0.7142857142857143,390795.0,167691565,21855,291887,0,0.0,0.0,0.04677367045861847,7311.566618750322
2026-01-12,3,8834587397,Find the Brainrot [328],Find The Games World,0.04312494964609621,0.7925274725274726,7617.8331398212395,1.1397661683732307,0.20142133025466025,0.7142857142857143,23438.0,471261026,12189314,493247,0,0.0,0.0,0.6727991654459454,6307.626735888828
2026-01-12,4,9266873836,[⚔️] Anime Fighting Simulator: Endless,AFS: Endless,0.015254372997708878,0.786923076923077,2694.6180599114086,1.0866761843409278,0.0874033802472151,0.7142857142857143,53866.0,39966971,49995,165697,0,0.0,0.0,0.13491890591358552,2907.0167143764793
2026-01-12,5,4540138978,Metro Life 🏡 City RP,Century Creators,0.03258569346553091,0.7856043956043957,5756.119777597201,1.1572843349802258,0.24055943964919996,0.7142857142857143,19450.0,1963125782,55004791,278985,0,0.0,0.0,0.704027430474651,5477.333409092785
2026-01-12,6,601130232,Bee Swarm Simulator,Onett,0.02666819338709479,0.7645054945054945,4710.819352382998,1.0340455644441224,0.04375894260876326,0.7142857142857143,192593.0,3777820355,6286026,2799461,0,0.0,0.0,0.06012386870100392,4631.774497892979
2026-01-12,7,994732206,[🌐] Blox Fruits,Gamer Robot Inc,0.012374435058480932,0.7628571428571428,2185.8896589713486,1.1160979941959628,0.16226098865303581,0.7142857142857143,398767.0,57804405999,17597260,11291058,0,0.0,0.0,0.012493994835142741,1992.8771353701463
2026-01-12,8,7326934954,99 Nights in the Forest 🔦,Grandma's Favourite Games,0.015475624994080136,0.7603296703296705,2733.701254304452,1.135021719039718,0.2353876469396051,0.7142857142857143,545152.0,22307200617,5316984,4073617,0,0.0,0.0,0.010524181363262986,2294.9114074182176
2026-01-12,9,8926300874,[⚡] Keyboard ASMR Speed Escape,Hotkeys Games,0.012336565785039097,0.7586813186813187,2179.200217973189,1.2903086746712393,0.4197808674390503,0.7142857142857143,5984.0,12484951,284919,76733,0,0.0,0.0,0.7241758497890781,1733.3873140551373
2026-01-12,10,1202096104,[FREE CAR] Driving Empire🏎️ Car Racing,Driving Empire by Voldex,0.011271076214137202,0.7578021978021978,1990.9861602186866,1.1127404685863131,0.14822362524155305,0.7142857142857143,19303.0,2481004500,25095775,2216055,0,0.0,0.0,0.2752093960329375,2124.9467886495167
2026-01-12,11,9344307274,⛏️ Break a Lucky Block!,Slime Time Studios,0.01030356958122063,0.7556043956043956,1820.080358549051,1.3975061485723363,0.3690592102658465,0.7142857142857143,49102.0,49349660,30469,149373,0,0.0,0.0,0.09110599748812859,1789.394675464836
2026-01-12,12,5421899973,Combat Arena,Atomic Horizon,0.01622702391982205,0.7537362637362637,2866.4325776965243,1.0662733538781575,0.1281971186509181,0.7142857142857143,5493.0,157859448,7312166,261613,0,0.0,0.0,1.1994497472207049,2635.430984593333
2026-01-12,13,8539298853,Scary Shawarma Kiosk: the ANOMALY [horror],kharbor_ykt,0.013491112264978835,0.7502197802197801,2383.145787962859,1.1305328948916233,0.240806102073133,0.7142857142857143,105351.0,490449627,712102,146985,0,0.0,0.0,0.04379078669377804,1845.3612675904842
2026-01-12,14,6701277882,[⚓UPD] Fish It! 🐟,Fish Atelier,0.034380744567154904,0.74989010989011,6073.207678727347,1.0129574210725183,0.025037831872054432,0.7142857142857143,931867.0,3214282234,876334,1170042,0,0.0,0.0,0.015916275011212972,5932.7405783496
2026-01-12,15,7658304545,Case Paradise,CRYSTAZE,0.006650717079524149,0.7475824175824176,1174.8199913912351,1.1469798861312719,0.13821741364702017,0.7142857142857143,5606.0,6688630,62460,93040,0,0.0,0.0,0.5812102029862617,1303.3057591763932
2026-01-12,16,9083680687,[🥳] Don't Steal the Baby Brainrots,Crazay Minds,0.019268573052764127,0.7456043956043956,3403.7088869204154,1.108851460078088,0.31966562066688725,0.7142857142857143,6710.0,46712781,1774709,16696,0,0.0,0.0,0.958733863436647,2573.2416894639605
2026-01-12,17,6336741296,[EVENT🎁] Flight World ✈️,Limitless Flight,0.0075379738105693,0.7451648351648351,1331.55,1.2630007350497416,0.2573093544019377,0.5714285714285714,2780.0,27777506,1919311,93531,0,0.0,0.0,1.5,1668.0
2026-01-12,18,5677613211,[❄️] Eat the World,mPhase,0.011754471447253627,0.738021978021978,2076.375807202292,1.1611565850930416,0.4018514637735448,0.7142857142857143,3451.0,527215864,24644295,970384,0,0.0,0.0,1.2146200801727012,1676.6615586703967
2026-01-12,19,7960300951,Bridge Battles!,STUDMASTER,0.014274806029504596,0.7327472527472528,2521.5818529291637,1.078840589182883,0.214389766863149,0.7142857142857143,4187.0,99515818,4271504,205415,0,0.0,0.0,1.1246752249978993,1883.6060668264818
2026-01-12,20,1686885941,Brookhaven 🏡RP,Brookhaven by Voldex,0.017578391890601477,0.7324175824175825,3105.1458004684464,1.0468149483918134,0.14396926957840528,0.7142857142857143,608198.0,77281950201,25535996,7448800,0,0.0,0.0,0.010670278090230308,2595.856717568757
2026-01-12,21,2073329983,🎆2026 | Realistic Car Driving™,Ferdi26,0.006030279610936299,0.7261538461538461,1065.2224347985361,1.4229330262504305,0.36365311909097725,0.7142857142857143,4515.0,181006411,3829579,408834,0,0.0,0.0,0.585395425579705,1057.2241385969473
2026-01-12,22,9260939847,[🦸‍♂️] Kick Door To Escape [TRAINER x2],KICK 101,0.013827921123397988,0.7230769230769231,2442.6415950190194,1.0915295998009091,0.35383286256306545,0.7142857142857143,6893.0,28847310,553249,72451,0,0.0,0.0,0.5422515998892098,1495.0961112145294
2026-01-12,23,9319914497,Spin a Baddie 🎲,44th class,0.01832817365248379,0.7215934065934066,3237.5914589601934,1.0,0.0,0.14285714285714285,6982.0,1416783,33259,32438,0,0.0,0.0,1.1592636275279982,3237.5914589601934
2026-01-12,24,7008097940,[🎯] Ink Game,games i think,0.008254015504547777,0.7189010989010989,1458.0356235345598,1.065556617119557,0.1249198752094488,0.7142857142857143,17483.0,2853798745,19724678,1085700,0,0.0,0.0,0.18230418347177454,1274.8896158548137
2026-01-12,25,9291952559,[RACE] Escape the Tsunami on Bike,Do you like a bike?,0.031187005853304504,0.7175824175824176,5509.047747783474,1.0736046829625674,0.41398571313265886,0.7142857142857143,5235.0,21122232,1068301,68240,0,0.0,0.0,1.3451951952804988,2816.8387389173645
2026-01-12,26,4793836769, [UPDATE!]🚗Midnight Chasers: Highway Racing,Midnight In-dev,0.00898493660864981,0.7147252747252747,1587.1496295825004,1.0575461252285816,0.12879757617228324,0.7142857142857143,5908.0,178237865,3587528,637832,0,0.0,0.0,0.592657458054718,1400.5681048749097
2026-01-12,27,8722889197,Don’t Steal the Brainrots 🧠,lol games..,0.041459400014050886,0.7145054945054946,7323.62110509112,1.0429843285931144,0.2413330524581513,0.7142857142857143,12525.0,98918104,3694605,83114,0,0.0,0.0,0.9547592521587352,4783.343853315264
2026-01-12,28,5995470825,[🔥]  Hypershot,Frosted Studio,0.022379963152208263,0.7132967032967032,3953.3222964424554,1.0440645812416454,0.21159743512452195,0.7142857142857143,30351.0,552895621,4281894,1050489,0,0.0,0.0,0.24111164917328945,2927.191865623403
2026-01-12,29,7856508689,Better Avatar? 👕,Osyriss Studios,0.00834385683345983,0.7132967032967032,1473.9057000987834,1.036138646713529,0.07872314641550753,0.5714285714285714,2878.0,37662532,1871686,116506,0,0.0,0.0,1.3197413280657817,1519.286216869328
2026-01-12,30,8832884753,[🎉EVENT] Pickaxe Simulator! ⛏️,6 7 Games,0.0056792911292686335,0.7121978021978022,1003.2218595100843,1.0903949945679086,0.13629642047771937,0.7142857142857143,8554.0,37087880,374753,55423,0,0.0,0.0,0.28997073976727705,992.1638831877151
2026-01-12,31,5026970880,[UPD]❄️ BATHE DA BABY,baftime,0.0053118805301427255,0.7117582417582418,938.320389226367,1.0689952077741567,0.07247535376882543,0.7142857142857143,4889.0,289905525,5457686,275086,0,0.0,0.0,0.4943655351170006,966.7812404748064
2026-01-12,32,383310974,[🍑] Adopt Me!,Uplift Games,0.013732134855693641,0.7097802197802199,2425.721371101169,1.0103783598379026,0.09025451797055432,0.7142857142857143,281365.0,41771754183,28217159,8537678,0,0.0,0.0,0.02199742249210966,2475.721911796974
2026-01-12,33,7920020824,💥Super Soldiers [UPD],Casix Interactive,0.0059458094993543285,0.7092307692307693,1050.3011602089023,1.2000428513638615,0.3940964269442641,0.7142857142857143,2020.0,11666479,289949,68699,0,0.0,0.0,0.768543791147269,620.9833832469934
2026-01-12,34,6369934270,💀 Hide or Die!,0 CCU Games,0.011398517747160275,0.7089010989010989,2013.4981478643501,1.0207782236333949,0.08917238533083188,0.7142857142857143,11028.0,585408346,9178635,290818,0,0.0,0.0,0.40439519972269067,1783.868105016733
2026-01-12,35,6931042565,[UPD] Volleyball Legends,Volleyball Game Group,0.01120602550150073,0.7069230769230769,1979.4952372481603,1.0058242438669134,0.015816223845039484,0.7142857142857143,85198.0,2596782881,3879793,2096481,0,0.0,0.0,0.05753536465954545,1960.7591993055812
2026-01-12,36,8353962342,[☠️] build ur base ⚔️,High Quality Games!,0.007318877950135523,0.7054945054945055,1292.847677560044,1.0501053076857016,0.09452539830847648,0.42857142857142855,3693.0,180192530,6744982,170919,0,0.0,0.0,0.9595154971185541,1417.396292343528
2026-01-12,37,7332812970,Motorcycle Racing 🏍️,Funny Simulаtors,0.01234049628225461,0.7044505494505495,2179.894523060848,1.0,0.0,0.14285714285714285,4825.0,50976356,2028227,274842,0,0.0,0.0,1.1294790274926674,2179.894523060848
2026-01-12,38,7264587281,[ MATCHMAKING ] SNIPER DUELS,LOCKED IN NETWORK,0.00636405197474917,0.7021978021978023,1124.1818584054301,1.041594062353682,0.05630631050341124,0.7142857142857143,10483.0,90765349,906524,41121,0,0.0,0.0,0.2610150818678613,1094.4884412883162
2026-01-12,39,8967864843, [UPD] You VS Homer,deerxsx,0.0040925332166108185,0.7019780219780218,722.9280363029773,1.2776373457250862,0.22555085986027867,0.7142857142857143,15713.0,10172114,31947,28514,0,0.0,0.0,0.1485949724904774,933.9491210971486
2026-01-12,40,3808223175,[❄️] Jujutsu Infinite,Awesome Ninja Games,0.007569134035180872,0.7009890109890111,1337.0543169589369,1.072721394552315,0.17007642033611686,0.7142857142857143,35130.0,538506739,1517157,1105244,0,0.0,0.0,0.12174411247247176,1710.7482684631732
2026-01-12,41,3317771874,🎅 Pet Simulator 99! 🎄,BIG Games Pets,0.004531477140863609,0.700989010989011,800.4655546105212,1.078086546474388,0.0908228182096574,0.7142857142857143,36770.0,2322410497,2081574,2960173,0,0.0,0.0,0.05427278044205292,798.2440547417144
2026-01-12,42,4777817887,Blade Ball,Wiggity.,0.004650493842593769,0.7002197802197803,821.4893327731075,1.0802861884554056,0.11676471864763893,0.7142857142857143,22582.0,5865488126,11830201,7874083,0,0.0,0.0,0.0839839906616495,758.6105908485476
2026-01-12,43,8296592350,Battle Cat Training🐾,give me ccu!,0.010536350010312478,0.6944505494505495,1861.1999999999998,1.0,0.0,0.14285714285714285,3102.0,4306402,263133,14260,0,0.0,0.0,1.5,1861.1999999999998
2026-01-12,44,8181391950,[UPD] Neo Tennis,Century Athletes,0.004393934715951323,0.6921978021978022,776.1692887313322,1.0911883630487196,0.13153556869887897,0.7142857142857143,3339.0,83186245,1746639,53119,0,0.0,0.0,0.5408820893406115,722.4021185233208
2026-01-12,45,9145063979,⛏️Dig to Escape,Breakout Funs,0.004582326304439646,0.6891208791208792,809.4478362502816,1.1512781178893623,0.26472184895022305,0.7142857142857143,21255.0,239197983,189602,539007,0,0.0,0.0,0.07615124831550106,647.43791317839
2026-01-12,46,7703544118,Container RNG📦,Exply Studios,0.0034236976661889762,0.6874725274725274,604.7811709058763,1.225908107816411,0.2246791792188158,0.7142857142857143,2280.0,58730843,1056609,826997,0,0.0,0.0,0.8017959149675409,731.2378744503973
2026-01-12,47,4348829796,Murderers VS Sheriffs DUELS,Red21 Games,0.00420588955088636,0.6825274725274726,742.951935390151,1.0992752382926518,0.15340213006081624,0.7142857142857143,17246.0,2201380263,7862627,488025,0,0.0,0.0,0.0948342744363017,654.2047587713837
2026-01-12,48,8937254139,Dungeon Hunters [1.5x exp],The Evac Syndicate,0.012648267343043881,0.6796703296703297,2234.26093057202,1.0549808288429892,0.3785993388014165,0.7142857142857143,7339.0,72437861,848442,215216,0,0.0,0.0,0.3670932525188727,1077.6389520944026
2026-01-12,49,5361032378,Sol's RNG [Christmas🎁],Sol's Studio,0.0039240887658620474,0.6791208791208792,693.1730631455969,1.0644587860664552,0.06223776860112015,0.7142857142857143,54664.0,1567717733,852132,1196378,0,0.0,0.0,0.03266707323773061,714.2851565869225
2026-01-12,50,7018980692,Heaven Line 🙏,PLEASE ALGORITHM,0.007924085044486983,0.6783516483516483,1399.7548553687216,1.0775022727038437,0.3500292407646103,0.7142857142857143,1805.0,17968562,694215,57924,0,0.0,0.0,1.046465209625567,755.5478813496594
2026-01-12,51,7094518649,Build A Restaurant [🍣] Restaurant Tycoon 3 ,Ultraw,0.003930019383208716,0.6781318681318681,694.2206806786911,1.088973637086637,0.13436165855812796,0.7142857142857143,18483.0,175861693,496775,222529,0,0.0,0.0,0.1022542186034795,755.9858889792446
2026-01-12,52,9228045253,[🍀] Chop Your Tree 🌴,Simple Bricks Trees,0.00810245148809713,0.6758241758241759,1431.2625050312977,1.056017495860651,0.22040645845411752,0.7142857142857143,21553.0,62253096,96623,199425,0,0.0,0.0,0.11888886618586808,1024.964693161606
2026-01-12,53,9362896961,Anime Card Collection,Crew Simulators,0.007506792500391688,0.6744505494505495,1326.0419583683372,1.0,0.0,0.14285714285714285,6265.0,1799784,9233,28861,0,0.0,0.0,0.5291468309530476,1326.0419583683372
